0.23055555, 0.6527778
0.18333334, 0.7277778
0.17083333, 0.80138886
0.20833333, 0.8666667
0.18888889, 0.43472221
0.1, 0.45555556
0.045833334, 0.50972223
0.031944446, 0.5847222
0.3125, 0.24027778
0.23333333, 0.20416667
0.1625, 0.19444445
0.097222224, 0.24027778
0.50555557, 0.18888889
0.4763889, 0.10138889
0.41805556, 0.056944445
0.33333334, 0.05
0.6944444, 0.2611111
0.7152778, 0.17083333
0.70555556, 0.09583333
0.6486111, 0.05138889
0.79305553, 0.42777777
0.8597222, 0.36805555
0.9, 0.30694443
0.87916666, 0.22777778
0.7708333, 0.6180556
0.8597222, 0.61944443
0.92777777, 0.5861111
0.95555556, 0.51944447
0.63055557, 0.75972223
0.7097222, 0.81805557
0.7722222, 0.8347222
0.8513889, 0.79583335
